"Id","Sales"
1,3945.70488322718
24825,3945.70488322718
5993,3945.70488322718
37665,3945.70488322718
18833,3945.70488322718
12841,3945.70488322718
19689,3945.70488322718
857,3945.70488322718
15409,3945.70488322718
38521,3945.70488322718
13697,3945.70488322718
7705,3945.70488322718
39377,3945.70488322718
20545,3945.70488322718
1713,3945.70488322718
16265,3945.70488322718
33385,3945.70488322718
27393,3945.70488322718
2569,3945.70488322718
40233,3945.70488322718
21401,3945.70488322718
35953,3945.70488322718
34241,3945.70488322718
3425,3945.70488322718
22257,3945.70488322718
9417,3945.70488322718
30817,3945.70488322718
10273,3945.70488322718
35097,3945.70488322718
23113,3945.70488322718
4281,3945.70488322718
14553,3945.70488322718
8561,3945.70488322718
29961,3945.70488322718
25681,3945.70488322718
5137,3945.70488322718
23969,3945.70488322718
36809,3945.70488322718
17977,3945.70488322718
26537,3945.70488322718
11985,3945.70488322718
6849,3945.70488322718
17121,3945.70488322718
29105,3945.70488322718
32529,3945.70488322718
11129,3945.70488322718
31673,3945.70488322718
28249,3945.70488322718
23970,4634.43949044586
1714,4634.43949044586
24826,4634.43949044586
18834,4634.43949044586
38522,4634.43949044586
5994,4634.43949044586
35954,4634.43949044586
2,4634.43949044586
39378,4634.43949044586
4282,4634.43949044586
29106,4634.43949044586
8562,4634.43949044586
9418,4634.43949044586
25682,4634.43949044586
19690,4634.43949044586
34242,4634.43949044586
16266,4634.43949044586
22258,4634.43949044586
26538,4634.43949044586
20546,4634.43949044586
10274,4634.43949044586
30818,4634.43949044586
37666,4634.43949044586
33386,4634.43949044586
14554,4634.43949044586
858,4634.43949044586
21402,4634.43949044586
2570,4634.43949044586
11130,4634.43949044586
5138,4634.43949044586
40234,4634.43949044586
32530,4634.43949044586
36810,4634.43949044586
11986,4634.43949044586
15410,4634.43949044586
35098,4634.43949044586
29962,4634.43949044586
23114,4634.43949044586
17978,4634.43949044586
31674,4634.43949044586
28250,4634.43949044586
6850,4634.43949044586
13698,4634.43949044586
27394,4634.43949044586
7706,4634.43949044586
17122,4634.43949044586
12842,4634.43949044586
3426,4634.43949044586
4283,6367.327176781
23971,6367.327176781
24827,6367.327176781
1715,6367.327176781
8563,6367.327176781
5995,6367.327176781
29107,6367.327176781
38523,6367.327176781
34243,6367.327176781
22259,6367.327176781
35955,6367.327176781
3,6367.327176781
20547,6367.327176781
39379,6367.327176781
16267,6367.327176781
26539,6367.327176781
23115,6367.327176781
18835,6367.327176781
25683,6367.327176781
37667,6367.327176781
859,6367.327176781
17123,6367.327176781
5139,6367.327176781
19691,6367.327176781
9419,6367.327176781
7707,6367.327176781
11987,6367.327176781
10275,6367.327176781
35099,6367.327176781
33387,6367.327176781
14555,6367.327176781
21403,6367.327176781
2571,6367.327176781
11131,6367.327176781
29963,6367.327176781
15411,6367.327176781
28251,6367.327176781
32531,6367.327176781
13699,6367.327176781
36811,6367.327176781
30819,6367.327176781
40235,6367.327176781
6851,6367.327176781
12843,6367.327176781
27395,6367.327176781
17979,6367.327176781
3427,6367.327176781
31675,6367.327176781
860,6115.46833773087
24828,6115.46833773087
5996,6115.46833773087
4284,6115.46833773087
26540,6115.46833773087
23972,6115.46833773087
1716,6115.46833773087
28252,6115.46833773087
4,6115.46833773087
23116,6115.46833773087
37668,6115.46833773087
16268,6115.46833773087
35956,6115.46833773087
11132,6115.46833773087
19692,6115.46833773087
5140,6115.46833773087
22260,6115.46833773087
32532,6115.46833773087
11988,6115.46833773087
30820,6115.46833773087
39380,6115.46833773087
10276,6115.46833773087
33388,6115.46833773087
14556,6115.46833773087
40236,6115.46833773087
25684,6115.46833773087
6852,6115.46833773087
17124,6115.46833773087
34244,6115.46833773087
15412,6115.46833773087
3428,6115.46833773087
20548,6115.46833773087
9420,6115.46833773087
17980,6115.46833773087
21404,6115.46833773087
35100,6115.46833773087
7708,6115.46833773087
8564,6115.46833773087
29108,6115.46833773087
2572,6115.46833773087
29964,6115.46833773087
36812,6115.46833773087
38524,6115.46833773087
27396,6115.46833773087
13700,6115.46833773087
31676,6115.46833773087
12844,6115.46833773087
18836,6115.46833773087
16269,6105.31210191083
23973,6105.31210191083
4285,6105.31210191083
11989,6105.31210191083
11133,6105.31210191083
861,6105.31210191083
23117,6105.31210191083
1717,6105.31210191083
5997,6105.31210191083
5,6105.31210191083
17125,6105.31210191083
34245,6105.31210191083
22261,6105.31210191083
21405,6105.31210191083
26541,6105.31210191083
9421,6105.31210191083
30821,6105.31210191083
10277,6105.31210191083
35101,6105.31210191083
33389,6105.31210191083
35957,6105.31210191083
5141,6105.31210191083
12845,6105.31210191083
6853,6105.31210191083
36813,6105.31210191083
20549,6105.31210191083
3429,6105.31210191083
32533,6105.31210191083
2573,6105.31210191083
8565,6105.31210191083
24829,6105.31210191083
29109,6105.31210191083
18837,6105.31210191083
25685,6105.31210191083
15413,6105.31210191083
40237,6105.31210191083
38525,6105.31210191083
7709,6105.31210191083
17981,6105.31210191083
39381,6105.31210191083
27397,6105.31210191083
29965,6105.31210191083
31677,6105.31210191083
19693,6105.31210191083
14557,6105.31210191083
28253,6105.31210191083
13701,6105.31210191083
37669,6105.31210191083
24830,4238.6635883905
34246,4238.6635883905
35102,4238.6635883905
10278,4238.6635883905
20550,4238.6635883905
5142,4238.6635883905
16270,4238.6635883905
22262,4238.6635883905
15414,4238.6635883905
30822,4238.6635883905
11990,4238.6635883905
6,4238.6635883905
11134,4238.6635883905
8566,4238.6635883905
862,4238.6635883905
29966,4238.6635883905
13702,4238.6635883905
17126,4238.6635883905
26542,4238.6635883905
39382,4238.6635883905
1718,4238.6635883905
17982,4238.6635883905
33390,4238.6635883905
27398,4238.6635883905
29110,4238.6635883905
2574,4238.6635883905
19694,4238.6635883905
40238,4238.6635883905
35958,4238.6635883905
3430,4238.6635883905
28254,4238.6635883905
9422,4238.6635883905
32534,4238.6635883905
36814,4238.6635883905
18838,4238.6635883905
23118,4238.6635883905
4286,4238.6635883905
14558,4238.6635883905
38526,4238.6635883905
12846,4238.6635883905
6854,4238.6635883905
25686,4238.6635883905
21406,4238.6635883905
23974,4238.6635883905
7710,4238.6635883905
37670,4238.6635883905
31678,4238.6635883905
5998,4238.6635883905
5143,5132.12208067941
22263,5132.12208067941
4287,5132.12208067941
26543,5132.12208067941
10279,5132.12208067941
24831,5132.12208067941
27399,5132.12208067941
29111,5132.12208067941
18839,5132.12208067941
23975,5132.12208067941
11135,5132.12208067941
25687,5132.12208067941
19695,5132.12208067941
30823,5132.12208067941
13703,5132.12208067941
15415,5132.12208067941
33391,5132.12208067941
9423,5132.12208067941
29967,5132.12208067941
17983,5132.12208067941
14559,5132.12208067941
35959,5132.12208067941
2575,5132.12208067941
8567,5132.12208067941
32535,5132.12208067941
6855,5132.12208067941
863,5132.12208067941
3431,5132.12208067941
39383,5132.12208067941
23119,5132.12208067941
21407,5132.12208067941
20551,5132.12208067941
40239,5132.12208067941
16271,5132.12208067941
7711,5132.12208067941
37671,5132.12208067941
12847,5132.12208067941
28255,5132.12208067941
31679,5132.12208067941
5999,5132.12208067941
36815,5132.12208067941
35103,5132.12208067941
17127,5132.12208067941
1719,5132.12208067941
11991,5132.12208067941
34247,5132.12208067941
7,5132.12208067941
38527,5132.12208067941
33392,5822.74309978769
26544,5822.74309978769
15416,5822.74309978769
23120,5822.74309978769
9424,5822.74309978769
10280,5822.74309978769
3432,5822.74309978769
22264,5822.74309978769
35960,5822.74309978769
13704,5822.74309978769
27400,5822.74309978769
24832,5822.74309978769
28256,5822.74309978769
25688,5822.74309978769
4288,5822.74309978769
2576,5822.74309978769
7712,5822.74309978769
6856,5822.74309978769
30824,5822.74309978769
5144,5822.74309978769
11136,5822.74309978769
39384,5822.74309978769
14560,5822.74309978769
21408,5822.74309978769
35104,5822.74309978769
40240,5822.74309978769
31680,5822.74309978769
864,5822.74309978769
20552,5822.74309978769
8568,5822.74309978769
23976,5822.74309978769
29968,5822.74309978769
36816,5822.74309978769
38528,5822.74309978769
17128,5822.74309978769
34248,5822.74309978769
16272,5822.74309978769
29112,5822.74309978769
8,5822.74309978769
32536,5822.74309978769
12848,5822.74309978769
11992,5822.74309978769
17984,5822.74309978769
6000,5822.74309978769
19696,5822.74309978769
18840,5822.74309978769
37672,5822.74309978769
1720,5822.74309978769
9425,4436.92675159236
23121,4436.92675159236
7713,4436.92675159236
22265,4436.92675159236
23977,4436.92675159236
13705,4436.92675159236
24833,4436.92675159236
5145,4436.92675159236
35105,4436.92675159236
3433,4436.92675159236
30825,4436.92675159236
10281,4436.92675159236
34249,4436.92675159236
28257,4436.92675159236
33393,4436.92675159236
11137,4436.92675159236
15417,4436.92675159236
865,4436.92675159236
35961,4436.92675159236
25689,4436.92675159236
27401,4436.92675159236
4289,4436.92675159236
39385,4436.92675159236
38529,4436.92675159236
20553,4436.92675159236
36817,4436.92675159236
2577,4436.92675159236
29969,4436.92675159236
32537,4436.92675159236
37673,4436.92675159236
19697,4436.92675159236
14561,4436.92675159236
21409,4436.92675159236
12849,4436.92675159236
40241,4436.92675159236
18841,4436.92675159236
31681,4436.92675159236
16273,4436.92675159236
26545,4436.92675159236
29113,4436.92675159236
17985,4436.92675159236
8569,4436.92675159236
11993,4436.92675159236
1721,4436.92675159236
6857,4436.92675159236
6001,4436.92675159236
17129,4436.92675159236
9,4436.92675159236
23122,3915.9617414248
39386,3915.9617414248
35106,3915.9617414248
13706,3915.9617414248
24834,3915.9617414248
36818,3915.9617414248
8570,3915.9617414248
3434,3915.9617414248
4290,3915.9617414248
27402,3915.9617414248
26546,3915.9617414248
19698,3915.9617414248
5146,3915.9617414248
40242,3915.9617414248
2578,3915.9617414248
29970,3915.9617414248
33394,3915.9617414248
30826,3915.9617414248
15418,3915.9617414248
25690,3915.9617414248
28258,3915.9617414248
38530,3915.9617414248
9426,3915.9617414248
32538,3915.9617414248
6002,3915.9617414248
31682,3915.9617414248
37674,3915.9617414248
35962,3915.9617414248
21410,3915.9617414248
34250,3915.9617414248
22266,3915.9617414248
17130,3915.9617414248
29114,3915.9617414248
866,3915.9617414248
16274,3915.9617414248
7714,3915.9617414248
14562,3915.9617414248
10282,3915.9617414248
18842,3915.9617414248
17986,3915.9617414248
6858,3915.9617414248
1722,3915.9617414248
11138,3915.9617414248
23978,3915.9617414248
20554,3915.9617414248
10,3915.9617414248
11994,3915.9617414248
12850,3915.9617414248
3435,6216.96815286624
8571,6216.96815286624
33395,6216.96815286624
32539,6216.96815286624
5147,6216.96815286624
30827,6216.96815286624
2579,6216.96815286624
25691,6216.96815286624
19699,6216.96815286624
7715,6216.96815286624
22267,6216.96815286624
35107,6216.96815286624
16275,6216.96815286624
867,6216.96815286624
23123,6216.96815286624
9427,6216.96815286624
28259,6216.96815286624
10283,6216.96815286624
29115,6216.96815286624
4291,6216.96815286624
21411,6216.96815286624
34251,6216.96815286624
11139,6216.96815286624
17131,6216.96815286624
36819,6216.96815286624
26547,6216.96815286624
18843,6216.96815286624
13707,6216.96815286624
39387,6216.96815286624
37675,6216.96815286624
11995,6216.96815286624
6003,6216.96815286624
14563,6216.96815286624
23979,6216.96815286624
40243,6216.96815286624
20555,6216.96815286624
35963,6216.96815286624
29971,6216.96815286624
15419,6216.96815286624
6859,6216.96815286624
38531,6216.96815286624
12851,6216.96815286624
27403,6216.96815286624
17987,6216.96815286624
24835,6216.96815286624
11,6216.96815286624
1723,6216.96815286624
31683,6216.96815286624
8572,7385.7101910828
22268,7385.7101910828
23124,7385.7101910828
33396,7385.7101910828
40244,7385.7101910828
3436,7385.7101910828
7716,7385.7101910828
13708,7385.7101910828
5148,7385.7101910828
28260,7385.7101910828
2580,7385.7101910828
29972,7385.7101910828
9428,7385.7101910828
20556,7385.7101910828
36820,7385.7101910828
35964,7385.7101910828
23980,7385.7101910828
15420,7385.7101910828
6860,7385.7101910828
32540,7385.7101910828
19700,7385.7101910828
39388,7385.7101910828
35108,7385.7101910828
10284,7385.7101910828
29116,7385.7101910828
16276,7385.7101910828
12,7385.7101910828
21412,7385.7101910828
4292,7385.7101910828
11140,7385.7101910828
17132,7385.7101910828
12852,7385.7101910828
26548,7385.7101910828
868,7385.7101910828
30828,7385.7101910828
27404,7385.7101910828
24836,7385.7101910828
31684,7385.7101910828
6004,7385.7101910828
34252,7385.7101910828
14564,7385.7101910828
18844,7385.7101910828
37676,7385.7101910828
38532,7385.7101910828
17988,7385.7101910828
1724,7385.7101910828
11996,7385.7101910828
25692,7385.7101910828
21413,6515.01804670913
24837,6515.01804670913
3437,6515.01804670913
9429,6515.01804670913
23981,6515.01804670913
35109,6515.01804670913
39389,6515.01804670913
4293,6515.01804670913
7717,6515.01804670913
34253,6515.01804670913
15421,6515.01804670913
22269,6515.01804670913
28261,6515.01804670913
26549,6515.01804670913
13709,6515.01804670913
36821,6515.01804670913
23125,6515.01804670913
16277,6515.01804670913
29117,6515.01804670913
40245,6515.01804670913
14565,6515.01804670913
35965,6515.01804670913
11141,6515.01804670913
17133,6515.01804670913
8573,6515.01804670913
32541,6515.01804670913
5149,6515.01804670913
30829,6515.01804670913
20557,6515.01804670913
37677,6515.01804670913
10285,6515.01804670913
11997,6515.01804670913
25693,6515.01804670913
12853,6515.01804670913
29973,6515.01804670913
2581,6515.01804670913
19701,6515.01804670913
27405,6515.01804670913
6861,6515.01804670913
38533,6515.01804670913
33397,6515.01804670913
13,6515.01804670913
1725,6515.01804670913
869,6515.01804670913
31685,6515.01804670913
